Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2015-01-20,24.184738159179688,117.55492401123047,75.14351654052734,114.76798248291016,64.2901840209961,56.88241195678711,20.389270782470703,68.71498107910156,87.22145080566406,,143.4398651123047,81.23590850830078,76.3333740234375,96.83924865722656,27.689308166503906,76.24990844726562,42.05596923828125,31.174240112304688,70.00701141357422,96.18326568603516,43.662078857421875,39.75505828857422,41.51063537597656,68.0008316040039,84.0966567993164,90.33203887939453,59.76930236816406,28.514007568359375,51.83602523803711,23.59229278564453
2015-01-21,24.36937713623047,117.39082336425781,75.49658966064453,115.80879974365234,65.36209106445312,57.29942321777344,20.22220802307129,69.80570220947266,86.69669342041016,,144.68124389648438,81.45620727539062,76.54161834716797,93.8405990600586,27.9885311126709,76.70911407470703,42.191856384277344,31.318693161010742,69.6523666381836,96.53961181640625,43.3482666015625,39.352272033691406,41.466312408447266,68.13902282714844,83.4371566772461,93.49647521972656,59.871707916259766,28.555444717407227,51.52248001098633,23.578685760498047
2015-01-22,25.003353118896484,119.02436065673828,72.65483856201172,118.6338119506836,66.47222137451172,57.58736038208008,20.70162010192871,70.29619598388672,87.59890747070312,,148.6750030517578,83.45465087890625,76.64956665039062,95.876708984375,28.318435668945312,78.10931396484375,43.47520446777344,31.622055053710938,70.07640838623047,98.52931213378906,43.64812088012695,40.38920974731445,42.503936767578125,68.80741882324219,85.94799041748047,97.37078094482422,59.94617462158203,28.289125442504883,51.81556701660156,24.030441284179688
2015-01-23,25.132375717163086,119.2033920288086,72.44812774658203,117.74169158935547,65.54582214355469,58.202945709228516,20.490964889526367,68.96025848388672,87.20304107666016,,147.40911865234375,82.90389251708984,79.04801177978516,96.17286682128906,27.965503692626953,76.93492889404297,42.78824996948242,31.28258514404297,69.05097961425781,97.41867065429688,43.57838821411133,40.43205642700195,42.641414642333984,67.65087890625,85.01836395263672,95.78856658935547,60.10673522949219,27.904443740844727,51.52248001098633,24.087594985961914
2015-01-26,25.15906524658203,119.14370727539062,71.73338317871094,117.26066589355469,65.86735534667969,59.35469436645508,20.316635131835938,70.27037811279297,87.43318939208984,,147.35195922851562,83.68282318115234,78.57758331298828,96.47518920898438,27.474483489990234,76.98008728027344,42.85617446899414,31.058677673339844,69.90679931640625,97.54933166503906,43.80849838256836,40.28636932373047,42.72565460205078,67.27539825439453,85.07396697998047,95.45503234863281,59.69717025756836,27.79198455810547,51.69291305541992,24.12024688720703
2015-01-27,24.27816390991211,118.51712036132812,70.9583511352539,115.87000274658203,61.13575744628906,57.37886047363281,19.53941535949707,69.8702392578125,86.51256561279297,,144.14227294921875,82.73868560791016,77.81407928466797,94.81543731689453,26.231563568115234,76.85214233398438,42.42587661743164,30.61807632446289,69.05868530273438,97.18701934814453,43.627193450927734,36.558528900146484,41.90530776977539,64.95475769042969,84.26354217529297,94.08659362792969,58.4079475402832,27.43096351623535,51.072635650634766,23.820890426635742
2015-01-28,25.650676727294922,115.3470458984375,70.38140869140625,122.13229370117188,61.25827407836914,55.949100494384766,19.474044799804688,66.93370819091797,85.31572723388672,,141.3327178955078,82.40821838378906,76.9811782836914,93.50740051269531,25.917009353637695,76.39292907714844,41.331260681152344,30.27859115600586,68.44959259033203,97.37114715576172,42.853126525878906,35.29878234863281,41.37759017944336,63.948402404785156,83.09551239013672,92.760986328125,57.33050537109375,27.253421783447266,50.28196716308594,23.627666473388672
2015-01-29,26.44927215576172,116.63745880126953,70.61389923095703,129.25172424316406,61.250614166259766,57.6866455078125,19.77185821533203,66.47547912597656,85.82208251953125,,143.73390197753906,84.67417907714844,77.2510986328125,95.93220520019531,26.24691390991211,77.07044219970703,42.025787353515625,30.408611297607422,71.91141510009766,98.671875,43.29943084716797,36.00149154663086,42.069374084472656,64.33891296386719,83.063720703125,93.55634307861328,57.7121467590332,27.288930892944336,50.82726287841797,23.872594833374023
2015-01-30,26.062211990356445,113.5718002319336,69.48579406738281,127.14385223388672,61.22764205932617,56.04838943481445,19.15443992614746,66.1721420288086,83.74143981933594,,140.81004333496094,82.15645599365234,75.39252471923828,94.59333801269531,25.349258422851562,75.38419342041016,41.05194091796875,29.736875534057617,71.27144622802734,96.39708709716797,42.037208557128906,34.62177658081055,40.907554626464844,63.302547454833984,81.69707489013672,90.870849609375,59.320186614990234,27.052207946777344,50.26833724975586,23.126920700073242
2015-02-02,26.389217376708984,113.75080108642578,70.72582244873047,127.92228698730469,61.89375305175781,56.87247848510742,19.488567352294922,68.45038604736328,84.63445281982422,,143.32553100585938,82.16432189941406,76.942626953125,95.4262924194336,25.817270278930664,75.90362548828125,41.87479782104492,30.040239334106445,71.32542419433594,97.65623474121094,42.455623626708984,35.37591552734375,40.7612190246582,63.92587661743164,83.09551239013672,91.76029968261719,59.42024612426758,27.803817749023438,51.045372009277344,23.325586318969727
2015-02-03,26.393665313720703,113.5494155883789,72.10369873046875,128.8668670654297,64.25188446044922,58.193023681640625,19.699222564697266,70.68989562988281,86.63223266601562,,147.2049560546875,84.37520599365234,78.09944152832031,97.77710723876953,25.855627059936523,77.13068389892578,42.81843948364258,30.069129943847656,72.41252899169922,98.55902862548828,42.553260803222656,35.650146484375,41.395328521728516,64.5492172241211,84.25556945800781,92.2050552368164,60.45580291748047,28.30687713623047,50.977210998535156,23.456214904785156
2015-02-04,26.596088409423828,112.96756744384766,72.00035858154297,128.76193237304688,62.74359893798828,58.570316314697266,19.386882781982422,69.92832946777344,93.242431640625,,146.0125274658203,85.29574584960938,77.69843292236328,96.84541320800781,25.96381187438965,76.30261993408203,42.561763763427734,30.105249404907227,72.51277923583984,97.88789367675781,41.17945098876953,35.855804443359375,41.036136627197266,64.4290771484375,84.80384063720703,92.29914855957031,61.64262390136719,28.289125442504883,50.89542007446289,23.581405639648438
2015-02-05,26.785919189453125,114.39228820800781,72.9648208618164,129.96896362304688,63.98391342163086,58.8383903503418,19.80091667175293,70.54791259765625,94.49449920654297,,147.63778686523438,85.75208282470703,78.92459869384766,97.4315414428711,26.226533889770508,77.13068389892578,42.85617446899414,30.184696197509766,72.73636627197266,98.92131805419922,41.26313018798828,36.37856674194336,41.39091110229492,65.11248016357422,85.3441390991211,93.0688705444336,63.250648498535156,28.32461929321289,50.977210998535156,23.752853393554688
2015-02-06,26.560361862182617,112.93029022216797,73.2059555053711,129.4441375732422,63.70830535888672,58.74903106689453,19.78639030456543,70.74153137207031,93.92371368408203,,149.8102264404297,85.79141998291016,78.4696044921875,97.37564086914062,25.731985092163086,76.10686492919922,43.701690673828125,29.939117431640625,72.46650695800781,98.63626861572266,40.99814987182617,36.34429168701172,40.70356750488281,64.29387664794922,85.1772689819336,92.02543640136719,62.23139953613281,29.194612503051758,51.9041862487793,23.766462326049805
